genes	Symbol	Entrezid	Genename	logFC	unshrunk.logFC	logCPM	PValue	FDR	FC
ENSMUSG00000028156	Eif4e	13684	eukaryotic translation initiation factor 4E	-12.3685556950873	-144269490.3081	5.82181008056934	6.86851523471989e-08	4.13353788268524e-05	-5288.18046198524
ENSMUSG00000069309	Hist1h2an	319170	histone cluster 1, H2an	-13.4037640533684	-144269491.343448	6.92220037671539	8.01122601592769e-08	4.60208519951337e-05	-10837.6478396185
ENSMUSG00000027203	Dut	110074	deoxyuridine triphosphatase	-13.0202382002108	-144269490.959882	5.74533209346058	9.4706956086947e-08	5.16023606821331e-05	-8307.72761587671
ENSMUSG00000028383	Hsdl2	72479	hydroxysteroid dehydrogenase like 2	-12.8592069197766	-144269490.79883	5.90314435610992	9.79946713381227e-08	5.16023606821331e-05	-7430.31119697111
ENSMUSG00000047804	Akap10	56697	A kinase (PRKA) anchor protein 10	-12.4557625437173	-144269490.395323	5.61137390172944	1.09403086502587e-07	5.53054482887876e-05	-5617.69484548078
ENSMUSG00000038759	Nup205	70699	nucleoporin 205	-10.2703434588142	-10.4759558003726	5.66894997966309	1.20133371321755e-07	5.83940594909359e-05	-1235.04120374199
ENSMUSG00000029390	Tmed2	56334	transmembrane p24 trafficking protein 2	-11.4052425624141	-144269489.344528	6.51502332890173	1.2885028334961e-07	6.03114770730507e-05	-2712.19005461343
ENSMUSG00000002015	Bcap31	27061	B cell receptor associated protein 31	-11.5671060804145	-144269489.506448	5.54607211185759	1.81464842437444e-07	8.19054528115861e-05	-3034.21180173537
ENSMUSG00000029992	Gfpt1	14583	glutamine fructose-6-phosphate transaminase 1	-12.426689831164	-144269490.366245	5.95195133393433	2.07625319322159e-07	9.00829499777545e-05	-5505.62194052621
ENSMUSG00000078945	Naip2	17948	NLR family, apoptosis inhibitory protein 2	-8.07145618949322	-8.11955300073077	6.59937217089824	2.13838305058762e-07	9.00829499777545e-05	-268.998848994101
ENSMUSG00000009090	Ap1b1	11764	adaptor protein complex AP-1, beta 1 subunit	-9.86741151218394	-10.0696852992813	6.31184250608717	2.37736225954149e-07	9.69196910841463e-05	-934.085960784494
ENSMUSG00000052299	Ltn1	78913	listerin E3 ubiquitin protein ligase 1	-8.7093898965721	-8.81341263624053	5.85016459328239	2.46262656220368e-07	9.72583577910317e-05	-418.588798913809
ENSMUSG00000028282	Casp8ap2	26885	caspase 8 associated protein 2	-13.4331605386518	-144269491.372847	6.50786252817805	2.60033884755144e-07	9.95850980465307e-05	-11060.7419108728
ENSMUSG00000019782	Rwdd1	66521	RWD domain containing 1	-13.5511367394677	-144269491.490834	6.03802634284841	2.69440493284511e-07	0.000100152616297931	-12003.2439852882
ENSMUSG00000024083	Pja2	224938	praja ring finger ubiquitin ligase 2	-12.6237307215056	-144269490.563319	6.39739365006735	2.80322459766773e-07	0.000101220435615214	-6311.34040038258
ENSMUSG00000021610	Clptm1l	218335	CLPTM1-like	-12.737644035265	-144269490.67725	6.07187570184435	2.94742834125619e-07	0.000103471109379988	-6829.87772671437
ENSMUSG00000027708	Dcun1d1	114893	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	-9.9394859933899	-10.1419835043712	6.58464721933754	3.35284517701817e-07	0.000114522317154475	-981.936549313575
ENSMUSG00000044150	Bclaf3	382252	Bclaf1 and Thrap3 family member 3	-13.8669953401239	-144269491.806716	5.59346566122907	3.56820097037361e-07	0.000115659814449933	-14941.0647244585
ENSMUSG00000028409	Smu1	74255	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	-12.1478821265837	-144269490.087381	5.81820295940656	3.56918243673634e-07	0.000115659814449933	-4538.12970005478
ENSMUSG00000021893	Capn7	12339	calpain 7	-9.53021555327917	-9.63217440347663	6.47893139514899	4.05004336465196e-07	0.000127961120106179	-739.402214048971
ENSMUSG00000035208	Slfn8	276950	schlafen 8	-8.03960813875677	-8.04952764604344	7.44891143469398	4.22498493698515e-07	0.000129922843520885	-263.12566037864
ENSMUSG00000019794	Katna1	23924	katanin p60 (ATPase-containing) subunit A1	-12.0835969187254	-144269490.023082	5.5497185753527	4.31773969605725e-07	0.000129922843520885	-4340.35375975724
ENSMUSG00000069793	Slfn9	237886	schlafen 9	-14.1259671280225	-144269492.065704	5.57836552614405	4.74110944802766e-07	0.000139344514428311	-17878.8599850833
ENSMUSG00000022752	Tomm70a	28185	translocase of outer mitochondrial membrane 70 homolog A (yeast)	-13.1592793064135	-144269491.098939	5.73798487096443	5.05426822276219e-07	0.00014517236772561	-9148.24511752843
ENSMUSG00000053819	Camk2d	108058	calcium/calmodulin-dependent protein kinase II, delta	-7.99572545436063	-8.02518510774828	6.30106847858289	5.61222854844656e-07	0.000154224405805897	-255.242622916205
ENSMUSG00000024401	Tnf	21926	tumor necrosis factor	6.09654750939111	6.09778514062832	8.46842921233886	5.61348525642607e-07	0.000154224405805897	68.4295478379376
ENSMUSG00000063108	Zfp26	22688	zinc finger protein 26	-13.2574868969926	-144269491.197157	5.07609692146042	6.39244945832237e-07	0.0001718888856474	-9792.67233405259
ENSMUSG00000037072	Selenof	93684	selenoprotein F	-8.38633580493711	-8.44847235988218	6.8276154691807	7.16179663060576e-07	0.000188564137119991	-334.609780456891
ENSMUSG00000019920	Lims1	110829	LIM and senescent cell antigen-like domains 1	-11.6257257724678	-144269489.565086	5.40495220500597	8.31762294802054e-07	0.000214526773096089	-3160.03708145295
ENSMUSG00000024981	Acsl5	433256	acyl-CoA synthetase long-chain family member 5	-10.7113248556097	-10.9207103099905	6.10712002345943	8.85141351836024e-07	0.000220042122606673	-1676.60236656248
ENSMUSG00000091649	Phf11b	236451	PHD finger protein 11B	-9.77804783545147	-9.98036921517371	6.38748049673091	8.87968685942422e-07	0.000220042122606673	-877.982172292964
ENSMUSG00000034028	Cd226	225825	CD226 antigen	-9.45853862939632	-9.50555130545012	7.12051916234595	9.36807196258912e-07	0.000227680179736926	-703.564377858917
ENSMUSG00000022354	Ndufb9	66218	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9	-12.1790037301362	-144269490.11851	5.06076893604797	1.07976178466192e-06	0.000257472253482214	-4637.08909237859
ENSMUSG00000088088	Rmrp	19782	RNA component of mitochondrial RNAase P	3.94682919866657	3.94700638563123	9.08188255266654	1.15382623485471e-06	0.000265933554120421	15.4210511103967
ENSMUSG00000027010	Slc25a12	78830	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	-11.1358683505904	-144269489.075044	5.49376187238668	1.15733070712321e-06	0.000265933554120421	-2250.24808765121
ENSMUSG00000093904	Tomm20	67952	translocase of outer mitochondrial membrane 20 homolog (yeast)	-11.6455864543132	-144269489.584953	6.01444437281807	1.1808587885537e-06	0.000266494524459673	-3203.84015189726
ENSMUSG00000015214	Mtmr1	53332	myotubularin related protein 1	-11.6442374319469	-144269489.583604	5.71457134875791	1.32543728751214e-06	0.000293875025255761	-3200.84573393815
ENSMUSG00000000982	Ccl3	20302	chemokine (C-C motif) ligand 3	7.71865790009276	7.72175069698856	9.03706823352629	1.37699276948112e-06	0.000295783159696026	210.643253563825
ENSMUSG00000039753	Fbxl5	242960	F-box and leucine-rich repeat protein 5	-9.56947183036836	-9.77051086688206	5.18657506615824	1.38085190869327e-06	0.000295783159696026	-759.797855782178
ENSMUSG00000026980	Ly75	17076	lymphocyte antigen 75	-7.42201399040188	-7.47211774469554	6.36431635268054	1.46750107171987e-06	0.000309104642406596	-171.493964149575
ENSMUSG00000020078	Vps26a	30930	VPS26 retromer complex component A	-12.6870826845065	-144269490.626681	5.03462223803263	1.6005521160488e-06	0.000331602912174176	-6594.6605452589
ENSMUSG00000009575	Cbx5	12419	chromobox 5	-12.9485233277944	-144269490.888158	6.09553866553668	1.64086557295616e-06	0.000334471921145483	-7904.85524047394
ENSMUSG00000064356	ATP8	17706	ATP synthase F0 subunit 8	3.9770110394058	3.9770934079123	9.67512581474591	1.67225063113542e-06	0.000335458785337927	15.747064847565
ENSMUSG00000040044	Orc3	50793	origin recognition complex, subunit 3	-12.3209816027502	-144269490.260517	5.59529619229618	1.70023073836246e-06	0.000335742438616012	-5116.64208283106
ENSMUSG00000030149	Klrk1	27007	killer cell lectin-like receptor subfamily K, member 1	-9.06043349088806	-9.17149007928323	6.19021911706185	1.82419487938878e-06	0.000354151322090413	-533.902868841311
ENSMUSG00000033355	Rtp4	67775	receptor transporter protein 4	-12.7035115250451	-144269490.643112	5.26742016034736	1.86314484778816e-06	0.000354151322090413	-6670.1871487258
ENSMUSG00000016984	Etaa1	68145	Ewing tumor-associated antigen 1	-12.3459275613706	-144269490.285468	5.77047886413372	1.90823306370355e-06	0.000354151322090413	-5205.88440208891
ENSMUSG00000024943	Smc5	226026	structural maintenance of chromosomes 5	-8.20247632893143	-8.23808914507589	6.31280697570557	1.93543843319443e-06	0.000354151322090413	-294.571966308209
ENSMUSG00000021024	Psma6	26443	proteasome (prosome, macropain) subunit, alpha type 6	-12.2317474828033	-144269490.171265	5.6094200042419	1.93796344133353e-06	0.000354151322090413	-4809.75430150211
ENSMUSG00000037070	Rbmxl1	19656	RNA binding motif protein, X-linked like-1	-9.33922485980748	-9.44445326642514	6.31254579439707	1.96159143427195e-06	0.000354151322090413	-647.719271953826
ENSMUSG00000076441	Ass1	11898	argininosuccinate synthetase 1	-9.97986628878486	-10.182179433034	6.34274975603111	2.02800505540023e-06	0.000359709256276612	-1009.8086944272
ENSMUSG00000028330	Ncbp1	433702	nuclear cap binding protein subunit 1	-9.48803657077951	-9.59013946292942	6.59399245520983	2.0493010327517e-06	0.000359709256276612	-718.097819111493
ENSMUSG00000023186	Vwa5a	67776	von Willebrand factor A domain containing 5A	-12.9691281953429	-144269490.908765	5.65769992328383	2.10966585334053e-06	0.000365232288418049	-8018.56408389581
ENSMUSG00000039985	Fam60a	56306	family with sequence similarity 60, member A	-8.58604964516673	-8.68570077015598	5.2171481012634	2.18287606376233e-06	0.000372799833700383	-384.289472677737
ENSMUSG00000027366	Sppl2a	66552	signal peptide peptidase like 2A	-9.57151500907715	-9.77708522647538	5.34082825783742	2.28637428282751e-06	0.000385269309151654	-760.874661726415
ENSMUSG00000057561	Eif1a	13664	eukaryotic translation initiation factor 1A	-8.96721754231216	-9.03918940499912	6.34714324388118	2.35809541681575e-06	0.000392126445759439	-500.496976071259
ENSMUSG00000032436	Cmtm7	102545	CKLF-like MARVEL transmembrane domain containing 7	-11.4443555579871	-144269489.383655	4.94734332124303	2.69032125493468e-06	0.000441562078180058	-2786.72622097149
ENSMUSG00000044475	Ascc1	69090	activating signal cointegrator 1 complex subunit 1	-12.5050939954896	-144269490.444663	5.00821790873733	2.76577983924023e-06	0.00044573732798192	-5813.10799439026
ENSMUSG00000067194	Eif1ax	66235	eukaryotic translation initiation factor 1A, X-linked	-13.3974753355272	-144269491.337159	6.80969659454692	2.78629917000883e-06	0.00044573732798192	-10790.5092696971
ENSMUSG00000049606	Zfp644	52397	zinc finger protein 644	-7.49546238227946	-7.51952109490096	6.64610569680133	3.04185804797157e-06	0.000480537525128308	-180.450881713577
ENSMUSG00000022008	Gpalpp1	67467	GPALPP motifs containing 1	-11.9858083206195	-144269489.92527	4.4079301368212	3.13198553640647e-06	0.000488121681107374	-4055.90549183253
ENSMUSG00000026663	Atf6	226641	activating transcription factor 6	-8.59468042364193	-8.79663120942222	5.17258667806442	3.1671132972626e-06	0.000488121681107374	-386.595336351296
ENSMUSG00000022064	Pibf1	52023	progesterone immunomodulatory binding factor 1	-12.0297978618672	-144269489.96927	5.08614024580318	3.31279612558556e-06	0.000501119610065773	-4181.47975254757
ENSMUSG00000008575	Nfib	18028	nuclear factor I/B	14.2526444668103	144269492.192388	5.2262098734157	3.33075227453117e-06	0.000501119610065773	19519.7163320683
ENSMUSG00000090841	Myl6	17904	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	-5.37661619550781	-5.37816083902815	9.02725817258351	3.58421922909833e-06	0.000527703296728315	-41.545381374557
ENSMUSG00000020515	Cnot8	69125	CCR4-NOT transcription complex, subunit 8	-10.851395210279	-144269488.790431	5.21515834983216	3.59095454333242e-06	0.000527703296728315	-1847.54682053727
ENSMUSG00000030521	Mphosph10	67973	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	-12.4183105333027	-144269490.357864	5.36717921595855	3.66968288929273e-06	0.000533074164998639	-5473.73749447189
ENSMUSG00000079555	Haus3	231123	HAUS augmin-like complex, subunit 3	-8.03779853439024	-8.09269210556855	6.26486210460676	3.78819125363889e-06	0.000540958522268592	-262.795822935207
ENSMUSG00000022013	Dnajc15	66148	DnaJ heat shock protein family (Hsp40) member C15	-8.9929166861115	-9.09566959133836	7.21818007088705	3.80956705822952e-06	0.000540958522268592	-509.492354156914
ENSMUSG00000048120	Entpd1	12495	ectonucleoside triphosphate diphosphohydrolase 1	-12.2590396650167	-144269490.198563	5.8282990994582	3.98912935795145e-06	0.000560162409175449	-4901.60891487851
ENSMUSG00000006191	Cdkal1	68916	CDK5 regulatory subunit associated protein 1-like 1	-11.7546463506285	-144269489.694046	5.3509222501271	4.09592431231367e-06	0.000568838367681541	-3455.42236575946
ENSMUSG00000022967	Ifnar1	15975	interferon (alpha and beta) receptor 1	-7.41793115327886	-7.47717150815374	5.79138457234045	4.18736047613162e-06	0.00057521588801469	-171.009321118677
ENSMUSG00000031403	Dkc1	245474	dyskeratosis congenita 1, dyskerin	-8.52674022780849	-8.72806097707846	5.62821223051821	4.33482632879555e-06	0.00058907027035826	-368.811601372892
ENSMUSG00000090877	Hspa1b	15511	heat shock protein 1B	2.97755584902051	2.97756119707863	12.722833944272	4.59872998519665e-06	0.000616721136631067	7.87650629288851
ENSMUSG00000063694	Cycs	13063	cytochrome c, somatic	-9.85638013650958	-10.0539664357567	5.98766777260073	4.65204176233981e-06	0.000616721136631067	-926.970833871102
ENSMUSG00000022601	Zbtb11	271377	zinc finger and BTB domain containing 11	-7.75628829803916	-7.78957709253962	6.78456069093854	4.72566022323577e-06	0.000616721136631067	-216.209828716663
ENSMUSG00000032463	Faim	23873	Fas apoptotic inhibitory molecule	-8.87080592218324	-9.07616621333807	5.62301640781312	4.73349820012767e-06	0.000616721136631067	-468.143144869294
ENSMUSG00000026021	Sumo1	22218	small ubiquitin-like modifier 1	-7.96570346920433	-8.0313401954116	6.89916807324808	4.80387387034219e-06	0.000619503652789639	-249.985996140558
ENSMUSG00000020952	Scfd1	76983	Sec1 family domain containing 1	-12.5981791299494	-144269490.537764	5.27510580997957	4.9677153674376e-06	0.000632718156157663	-6200.54421698191
ENSMUSG00000027775	Mfsd1	66868	major facilitator superfamily domain containing 1	-11.3915724518949	-144269489.330853	5.19385471647406	5.00647377874397e-06	0.000632718156157663	-2686.61234373666
ENSMUSG00000025995	Wdr75	73674	WD repeat domain 75	-11.7828185815429	-144269489.722226	5.15915430100123	5.1237166031411e-06	0.00064112406366829	-3523.56126038091
ENSMUSG00000016194	Hsd11b1	15483	hydroxysteroid 11-beta dehydrogenase 1	-11.6948611085136	-144269489.634243	4.83233552315798	5.19663948696888e-06	0.00064363792653568	-3315.15614609918
ENSMUSG00000030751	Psma1	26440	proteasome (prosome, macropain) subunit, alpha type 1	-12.1074932109446	-144269490.046983	5.90884874655333	5.29155701161642e-06	0.00064363792653568	-4412.84454839387
ENSMUSG00000036257	Pnpla8	67452	patatin-like phospholipase domain containing 8	-11.6169207608069	-144269489.556279	5.39187402960355	5.29992619433579e-06	0.00064363792653568	-3140.80957511831
ENSMUSG00000070923	Klhl9	242521	kelch-like 9	-8.76831950552896	-8.9695483209258	5.47774781331737	5.40978145506866e-06	0.00064363792653568	-436.040855182552
ENSMUSG00000021556	Golm1	105348	golgi membrane protein 1	-11.7411892958425	-144269489.680585	5.02462833133277	5.44097585446667e-06	0.00064363792653568	-3423.34101043856
ENSMUSG00000042284	Itga1	109700	integrin alpha 1	-6.33615188451704	-6.3400131957003	6.62569416622987	5.44937950144942e-06	0.00064363792653568	-80.7926353207566
ENSMUSG00000052459	Atp6v1a	11964	ATPase, H+ transporting, lysosomal V1 subunit A	-9.19146030040418	-9.40158952845623	5.35787638232482	5.6084248503027e-06	0.000656289567204866	-584.662520336343
ENSMUSG00000035173	Ccdc186	213993	coiled-coil domain containing 186	-11.6590432982652	-144269489.598414	5.35680761247972	5.82337560120766e-06	0.000675191016954701	-3233.86401342372
ENSMUSG00000057236	Rbbp4	19646	retinoblastoma binding protein 4, chromatin remodeling factor	-5.7847759261776	-5.78839944794047	7.47140432272116	5.99759046274887e-06	0.000689068620620184	-55.1303909171602
ENSMUSG00000025232	Hexa	15211	hexosaminidase A	-10.9236691412749	-144269488.862743	4.5200682298461	6.10548568742119e-06	0.000693711472469704	-1942.45995461473
ENSMUSG00000005667	Mthfd2	17768	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	-11.8845145089458	-144269489.82395	5.07998893511851	6.16901170269808e-06	0.000693711472469704	-3780.90139397259
ENSMUSG00000042055	Wdr11	207425	WD repeat domain 11	-11.9558296605854	-144269489.895284	5.29827148413899	6.20267418808961e-06	0.000693711472469704	-3972.49492346146
ENSMUSG00000024614	Tmx3	67988	thioredoxin-related transmembrane protein 3	-9.01401041361419	-9.22444554932906	5.13710358427901	6.27671191426037e-06	0.000695834080459846	-516.996396122524
ENSMUSG00000039841	Zfp800	627049	zinc finger protein 800	-8.36362850300041	-8.57367169409475	5.23786006549487	6.36773598988294e-06	0.000699786499479483	-329.38441920894
ENSMUSG00000029048	Rer1	67830	retention in endoplasmic reticulum sorting receptor 1	-11.7623294929378	-144269489.701731	5.36579958071901	6.50649190782645e-06	0.000708871075268195	-3473.87347243556
ENSMUSG00000027714	Exosc9	50911	exosome component 9	-11.2048368862931	-144269489.144043	5.27583570196782	6.59831594322654e-06	0.000712730913593992	-2360.4347481411
ENSMUSG00000026914	Psmd14	59029	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	-8.48741804767476	-8.58950763224588	5.96132988995205	6.69658944235886e-06	0.000717216079428231	-358.89500839099
ENSMUSG00000068479	Mfap1a	67532	microfibrillar-associated protein 1A	-11.439104847207	-144269489.378402	4.6489033491052	7.10315405564704e-06	0.000753377509825636	-2776.60232226705
ENSMUSG00000021814	Anxa7	11750	annexin A7	-6.88312510446119	-6.89981235058907	6.09974265850505	7.15345000625703e-06	0.000753377509825636	-118.039434533558
ENSMUSG00000017428	Psmd11	69077	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	-6.89152012358739	-6.9229991873389	6.22050876341862	7.26899888433991e-06	0.000759219900002378	-118.728306418748
ENSMUSG00000020180	Snrpd3	67332	small nuclear ribonucleoprotein D3	-11.376028725714	-144269489.315303	5.08550759614906	7.86830161975694e-06	0.000815078654676132	-2657.8219144492
ENSMUSG00000015291	Gdi1	14567	guanosine diphosphate (GDP) dissociation inhibitor 1	-11.6712163338882	-144269489.610591	4.76589653003168	8.01735782619372e-06	0.000823767221198669	-3261.26584674203
ENSMUSG00000037921	Ddx60	234311	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	-9.00678689732942	-9.11117117195593	5.36690977645693	8.27441062873649e-06	0.000843322592951386	-514.414285531178
ENSMUSG00000028114	Mettl14	210529	methyltransferase like 14	-11.6611457589182	-144269489.600517	5.44651139079893	8.4342798305911e-06	0.000852739427992082	-3238.58020655785
ENSMUSG00000056069	Fam105a	223433	family with sequence similarity 105, member A	-11.3679922873674	-144269489.307263	4.83271502424521	8.5285120207165e-06	0.000855242866773012	-2643.05785064784
ENSMUSG00000022718	Dgcr8	94223	DGCR8, microprocessor complex subunit	-11.202539689416	-144269489.141745	5.30283609976333	8.59438551037922e-06	0.000855242866773012	-2356.6792291642
ENSMUSG00000025785	Exosc7	66446	exosome component 7	-12.4593753543416	-144269490.398936	4.72482344598156	8.67124163833392e-06	0.000856149623634875	-5631.78035944853
ENSMUSG00000033272	Slc35a4	67843	solute carrier family 35, member A4	-10.8155390796489	-144269488.754556	4.97835823771804	8.80381748737682e-06	0.000862501127174173	-1802.19459249554
ENSMUSG00000040850	Psme4	103554	proteasome (prosome, macropain) activator subunit 4	-6.89391483444134	-6.91445886557114	6.40289163897649	9.06823042509288e-06	0.000881571508556337	-118.925545652349
ENSMUSG00000069267	Hist1h3b	319150	histone cluster 1, H3b	-13.3793652197767	-144269491.319047	6.19099851385096	9.31995972750406e-06	0.000899127107146537	-10655.9028922061
ENSMUSG00000031928	Mre11a	17535	MRE11A homolog A, double strand break repair nuclease	-11.9344518284384	-144269489.8739	5.05457948233371	9.43080145856594e-06	0.000902927794192093	-3914.06453634309
ENSMUSG00000052997	Uba2	50995	ubiquitin-like modifier activating enzyme 2	-6.50366928481791	-6.53780656420529	6.34318322235998	9.93486809925281e-06	0.000944036564198173	-90.7401591426769
ENSMUSG00000005947	Itgae	16407	integrin alpha E, epithelial-associated	-10.3376111793645	-10.5402464987682	5.5838128561462	1.00295466902925e-05	0.000945920978148631	-1293.99038256274
ENSMUSG00000050350	Gpr18	110168	G protein-coupled receptor 18	-11.2508866603261	-144269489.190112	4.75920863876685	1.01221733649298e-05	0.000947585385081352	-2436.993453689
ENSMUSG00000031913	Vps4a	116733	vacuolar protein sorting 4A	-11.9154459428886	-144269489.85489	5.03562779881762	1.02357363290011e-05	0.00094864238174821	-3862.83929389524
ENSMUSG00000036104	Rab3gap1	226407	RAB3 GTPase activating protein subunit 1	-6.8120066923976	-6.82120025706628	7.34939778560147	1.02835896739599e-05	0.00094864238174821	-112.361711318173
ENSMUSG00000057193	Slc44a2	68682	solute carrier family 44, member 2	-7.46987710881973	-7.53820267013581	5.94034751969676	1.05827335670829e-05	0.00096891068744574	-177.278910360471
ENSMUSG00000013736	Trnt1	70047	tRNA nucleotidyl transferase, CCA-adding, 1	-8.35991175962931	-8.55512047725449	5.42715414447626	1.06566375656716e-05	0.00096891068744574	-328.536934671684
ENSMUSG00000021069	Pygl	110095	liver glycogen phosphorylase	-11.6874133985332	-144269489.626793	4.88621655523078	1.10498672099659e-05	0.000991945268965434	-3298.08621781328
ENSMUSG00000037957	Wdr20	69641	WD repeat domain 20	-8.91299012056459	-9.10674492040259	5.09191768898991	1.10669633584528e-05	0.000991945268965434	-482.033672914057
ENSMUSG00000025860	Xiap	11798	X-linked inhibitor of apoptosis	-8.95143125112009	-9.15245384073273	5.27234329787718	1.15244684254283e-05	0.00102567768986312	-495.050280258553
ENSMUSG00000050856	Atp5k	11958	ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E	-8.52646556562818	-8.72871768984707	5.55467231614382	1.16113005712589e-05	0.00102617913719979	-368.741393218279
ENSMUSG00000005936	Kctd20	66989	potassium channel tetramerisation domain containing 20	-12.289867098782	-144269490.229396	5.04483846223659	1.17906041567262e-05	0.00103478927314379	-5007.47326721823
ENSMUSG00000007613	Tgfbr1	21812	transforming growth factor, beta receptor I	-9.0559672523384	-9.25662374451207	4.97467057328386	1.19408332889179e-05	0.00103666471121454	-532.252589098082
ENSMUSG00000029617	Ccz1	231874	CCZ1 vacuolar protein trafficking and biogenesis associated	-11.8090806801122	-144269489.748496	4.47532522267956	1.20388736029495e-05	0.00103666471121454	-3588.28976152231
ENSMUSG00000032409	Atr	245000	ataxia telangiectasia and Rad3 related	-9.25172968936727	-9.45358292389713	5.9377243489175	1.20580560649262e-05	0.00103666471121454	-609.604477598687
ENSMUSG00000020385	Clk4	12750	CDC like kinase 4	-6.79466438626781	-6.80214643297875	7.18867073701315	1.2338421978284e-05	0.00105360119568617	-111.019122604701
ENSMUSG00000017897	Eya2	14049	EYA transcriptional coactivator and phosphatase 2	-11.5698057807432	-144269489.509148	4.2212942453818	1.24312016658475e-05	0.00105439950773813	-3039.89500674322
ENSMUSG00000041426	Hibch	227095	3-hydroxyisobutyryl-Coenzyme A hydrolase	-12.3367201760685	-144269490.276258	5.14222248681824	1.2845639196407e-05	0.00108228792109461	-5172.76586184508
ENSMUSG00000020659	Cbll1	104836	Casitas B-lineage lymphoma-like 1	-8.57244147174296	-8.77270123748268	4.78801149490596	1.30329915417482e-05	0.00109080097420274	-380.681716661159
